metric,crossover_type,crossover_label,generation_zero_based,n_runs,mean,std,median,q25,q75,iqr,min,max,ci95_low,ci95_high
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,31,10,0.045547320940068844,0.07321701914736442,0.0,0.0,0.05605715025728658,0.05605715025728658,0.0,0.206033310757456,-0.006828979340260007,0.09792362122039769
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,32,10,0.03774381152046975,0.060526087180973076,0.0,0.0,0.05036028182722507,0.05036028182722507,0.0,0.166411520227176,-0.005553942934726795,0.08104156597566631
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,33,10,0.01568039800003835,0.029313083291999605,0.0,0.0,0.011919137084491577,0.011919137084491577,0.0,0.0728466842160671,-0.0052889185676565295,0.03664971456773323
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,34,10,0.01780991344886895,0.03106093158873836,0.0,0.0,0.022845012745275527,0.022845012745275527,0.0,0.0775942288256935,-0.0044097384684554375,0.040029565366193336
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,35,10,0.02231269856967688,0.03597376180678968,0.0,0.0,0.05253366650197147,0.05253366650197147,0.0,0.0775942288256935,-0.0034213803719029927,0.04804677751125676
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,36,10,0.02456476683582141,0.03995016276872219,0.0,0.0,0.05452525714244093,0.05452525714244093,0.0,0.0953530966759327,-0.004013857994713342,0.05314339166635616
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,37,10,0.02341024951078404,0.03805800685574747,0.0,0.0,0.05104883475374572,0.05104883475374572,0.0,0.0900557024161587,-0.0038148085202652504,0.05063530754183333
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,38,10,0.01693977380958202,0.03321910847336969,0.0,0.0,0.011919137084491577,0.011919137084491577,0.0,0.0963308603923029,-0.006823744846430592,0.040703292465594634
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,39,10,0.014054352359941142,0.031948073906437856,0.0,0.0,0.0,0.0,0.0,0.0956205490161152,-0.00879992294091235,0.036908627660794634
mean_pairwise_morphological_distance,arithmetic_recombination,arithmetic recombination,40,10,0.017101093982428463,0.030384570897372672,0.0,0.0,0.025769123236284774,0.025769123236284774,0.0,0.0939763057910036,-0.004634718643412625,0.03883690660826955
