metric,response_column,crossover_type,crossover_label,n_runs,mean,std,median,q25,q75,iqr,min,max,ci95_low,ci95_high
mean_pairwise_morphological_distance,slope_per_generation,arithmetic_recombination,arithmetic recombination,10,-0.0045570879418506075,0.0010114882895896394,-0.0046613958206276115,-0.005277306075873424,-0.003933327810372665,0.0013439782655007585,-0.005803870602208305,-0.00271871063958407,-0.005280663075098712,-0.003833512808602504
mean_pairwise_morphological_distance,slope_per_generation,homologous_gene_block_recombination,homologous recombination,10,-0.005630464342262815,0.0009144490508084838,-0.005365468242345656,-0.006351551531530274,-0.005007681645660032,0.0013438698858702419,-0.007288347144760719,-0.004477404263366824,-0.006284621785900439,-0.004976306898625191
mean_pairwise_morphological_distance,slope_per_generation,promoter_aligned_cut_and_splice,cut and splice,10,-0.004440500010241576,0.0019085449513426664,-0.0047383783296117265,-0.005835172151977527,-0.0032089039783420193,0.002626268173635508,-0.0073787772968503945,-0.001443005809186055,-0.005805790821505468,-0.003075209198977684
