experiment,run,crossover_type,final_generation,final_best_robot_id,final_best_fitness,final_best_born_generation,child_id,parent_id,parent_choice,chosen_parent_slot,original_child_generation,generation_zero_based,step_from_final_best,distance
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,776,766,elite_parent,parent2,32,31,8,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,846,776,elite_parent,parent2,34,33,7,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,867,846,elite_parent,parent2,35,34,6,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,890,867,elite_parent,parent2,36,35,5,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,907,890,elite_parent,parent2,37,36,4,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,1118,907,elite_parent,parent1,45,44,3,0.4719355967219691
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,1127,1118,elite_parent,parent2,46,45,2,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,1164,1127,elite_parent,parent1,47,46,1,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,50,1238,62.63957914817573,50,1238,1164,elite_parent,parent1,50,49,0,0.2567530849599131
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,354,6,elite_parent,parent1,15,14,7,0.4415816825353975
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,661,354,elite_parent,parent1,27,26,6,0.5861606479300429
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,721,661,elite_parent,parent1,29,28,5,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,745,721,elite_parent,parent1,30,29,4,0.455772654889335
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,759,745,elite_parent,parent1,31,30,3,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,914,759,elite_parent,parent1,37,36,2,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,940,914,elite_parent,parent1,38,37,1,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,50,970,40.2282773631167,39,970,940,elite_parent,parent2,39,38,0,0.468596357200262
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,48,22,elite_parent,parent1,2,1,9,0.2975985143029381
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,71,48,elite_parent,parent1,3,2,8,0.2778016650687004
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,96,71,elite_parent,parent2,4,3,7,0.4010765272038383
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,112,96,elite_parent,parent2,5,4,6,0.0891272095935902
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,157,112,elite_parent,parent1,7,6,5,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,246,157,elite_parent,parent2,10,9,4,0.0555555555555555
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,341,246,elite_parent,parent1,14,13,3,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,367,341,elite_parent,parent1,15,14,2,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,566,367,elite_parent,parent1,23,22,1,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,50,744,82.59564330470548,30,744,566,elite_parent,parent1,30,29,0,0.0
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,52,20,elite_parent,parent1,3,2,20,0.3180572265252326
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,161,52,elite_parent,parent1,7,6,19,0.4582884950238242
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,186,161,elite_parent,parent2,8,7,18,0.111111111111111
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,217,186,elite_parent,parent1,9,8,17,0.3018812389337257
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,359,217,elite_parent,parent2,15,14,16,0.268287046115454
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,393,359,elite_parent,parent1,16,15,15,0.0
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,412,393,elite_parent,parent1,17,16,14,0.462392061019877
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,457,412,elite_parent,parent1,19,18,13,0.0
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,514,457,elite_parent,parent1,21,20,12,0.0
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,636,514,elite_parent,parent1,26,25,11,0.0
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,1,homologous_gene_block_recombination,50,1213,78.20630140355823,49,817,636,elite_parent,parent2,33,32,10,0.0
