metric,crossover_type,crossover_label,generation_zero_based,n_runs,mean,std,median,q25,q75,iqr,min,max,ci95_low,ci95_high
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,29,2,0.06599816439337974,0.09333549917684673,0.06599816439337974,0.03299908219668987,0.09899724659006962,0.06599816439337974,0.0,0.1319963287867595,-0.772588024617606,0.9045843534043656
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,32,3,0.0776437473873427,0.13448291536492082,0.0,0.0,0.11646562108101405,0.11646562108101405,0.0,0.2329312421620281,-0.25643033426934875,0.41171782904403414
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,33,4,0.02452051827037925,0.04904103654075849,0.0,0.0,0.02452051827037925,0.02452051827037925,0.0,0.098082073081517,-0.05351471450284444,0.10255575104360294
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,35,3,0.15396226413132538,0.26667046392379495,0.0,0.0,0.2309433961969881,0.2309433961969881,0.0,0.4618867923939762,-0.5084838919366426,0.8164084201992934
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,36,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,37,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,38,2,0.0466327504828545,0.06594866818361333,0.0466327504828545,0.02331637524142725,0.06994912572428175,0.04663275048285449,0.0,0.093265500965709,-0.5458925245752474,0.6391580255409565
