experiment,run,crossover_type,crossover_label,generation,generation_zero_based,population_size,metric_count,distance_matrix_average,mean_pairwise_morphological_distance
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,12,11,25,8,full_n_by_n_with_diagonal,0.06823239077430178
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,13,12,25,8,full_n_by_n_with_diagonal,0.0840575996733801
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,14,13,25,8,full_n_by_n_with_diagonal,0.09818810230946291
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,15,14,25,8,full_n_by_n_with_diagonal,0.12136498879264182
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,16,15,25,8,full_n_by_n_with_diagonal,0.14342002154494354
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,17,16,25,8,full_n_by_n_with_diagonal,0.1394137398992279
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,18,17,25,8,full_n_by_n_with_diagonal,0.01536279452126625
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,19,18,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,20,19,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,21,20,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,22,21,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,23,22,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,24,23,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,25,24,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,26,25,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,27,26,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,28,27,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,29,28,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,30,29,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,31,30,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,32,31,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,33,32,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,34,33,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,35,34,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,36,35,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,37,36,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,38,37,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,39,38,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,40,39,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,41,40,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,42,41,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,43,42,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,44,43,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,45,44,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,46,45,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,47,46,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,48,47,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,49,48,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,7,arithmetic_recombination,arithmetic recombination,50,49,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,1,0,25,8,full_n_by_n_with_diagonal,0.25162049634661743
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,2,1,25,8,full_n_by_n_with_diagonal,0.27925125037657783
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,3,2,25,8,full_n_by_n_with_diagonal,0.2602971626402927
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,4,3,25,8,full_n_by_n_with_diagonal,0.24612892540887743
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,5,4,25,8,full_n_by_n_with_diagonal,0.23995545373864507
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,6,5,25,8,full_n_by_n_with_diagonal,0.2328459207394677
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,7,6,25,8,full_n_by_n_with_diagonal,0.23072142548026559
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,8,7,25,8,full_n_by_n_with_diagonal,0.22236951124048482
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,9,8,25,8,full_n_by_n_with_diagonal,0.219091767948916
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,10,9,25,8,full_n_by_n_with_diagonal,0.2183136334215827
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,11,10,25,8,full_n_by_n_with_diagonal,0.18836719934459703
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,12,11,25,8,full_n_by_n_with_diagonal,0.16643969496608835
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,13,12,25,8,full_n_by_n_with_diagonal,0.1313785394263717
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,14,13,25,8,full_n_by_n_with_diagonal,0.0859227795946063
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,15,14,25,8,full_n_by_n_with_diagonal,0.051672664998888104
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,16,15,25,8,full_n_by_n_with_diagonal,0.03704488202392754
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,17,16,25,8,full_n_by_n_with_diagonal,0.016326384466593145
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,18,17,25,8,full_n_by_n_with_diagonal,0.016326384466593145
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,19,18,25,8,full_n_by_n_with_diagonal,0.016326384466593145
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,20,19,25,8,full_n_by_n_with_diagonal,0.016326384466593145
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,21,20,25,8,full_n_by_n_with_diagonal,0.023022366743317226
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,22,21,25,8,full_n_by_n_with_diagonal,0.023022366743317226
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,23,22,25,8,full_n_by_n_with_diagonal,0.023022366743317226
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,24,23,25,8,full_n_by_n_with_diagonal,0.03545370654552602
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,25,24,25,8,full_n_by_n_with_diagonal,0.04056541747067298
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,26,25,25,8,full_n_by_n_with_diagonal,0.046007617367067974
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,27,26,25,8,full_n_by_n_with_diagonal,0.046007617367067974
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,28,27,25,8,full_n_by_n_with_diagonal,0.04054370142356473
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,29,28,25,8,full_n_by_n_with_diagonal,0.034430136558385116
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,30,29,25,8,full_n_by_n_with_diagonal,0.015435855212590008
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,31,30,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,32,31,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,33,32,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,34,33,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,35,34,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,36,35,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,37,36,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,38,37,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,39,38,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,40,39,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,41,40,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,42,41,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,43,42,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,44,43,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,45,44,25,8,full_n_by_n_with_diagonal,0.00968770191221528
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,46,45,25,8,full_n_by_n_with_diagonal,0.01856809533174595
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,47,46,25,8,full_n_by_n_with_diagonal,0.040365424634230325
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,48,47,25,8,full_n_by_n_with_diagonal,0.0605481369513455
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,49,48,25,8,full_n_by_n_with_diagonal,0.05266116228663832
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,8,arithmetic_recombination,arithmetic recombination,50,49,25,8,full_n_by_n_with_diagonal,0.015048232431117754
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,1,0,25,8,full_n_by_n_with_diagonal,0.27227242366443904
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,2,1,25,8,full_n_by_n_with_diagonal,0.2548617306656276
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,3,2,25,8,full_n_by_n_with_diagonal,0.25860617121292107
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,4,3,25,8,full_n_by_n_with_diagonal,0.2545464799066502
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,5,4,25,8,full_n_by_n_with_diagonal,0.2523307434039719
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,6,5,25,8,full_n_by_n_with_diagonal,0.2518655787206443
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,7,6,25,8,full_n_by_n_with_diagonal,0.24967930448148246
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,8,7,25,8,full_n_by_n_with_diagonal,0.24127158775145208
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,9,8,25,8,full_n_by_n_with_diagonal,0.24241540838709985
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,10,9,25,8,full_n_by_n_with_diagonal,0.26386933529215595
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,11,10,25,8,full_n_by_n_with_diagonal,0.244274466651986
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,12,11,25,8,full_n_by_n_with_diagonal,0.19492888500403105
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,13,12,25,8,full_n_by_n_with_diagonal,0.20579692081857479
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,14,13,25,8,full_n_by_n_with_diagonal,0.19282790427904245
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,15,14,25,8,full_n_by_n_with_diagonal,0.17391477234200442
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,16,15,25,8,full_n_by_n_with_diagonal,0.22377126297936084
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,17,16,25,8,full_n_by_n_with_diagonal,0.23868408623007345
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,18,17,25,8,full_n_by_n_with_diagonal,0.26292617569424576
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,19,18,25,8,full_n_by_n_with_diagonal,0.24193938894903555
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,20,19,25,8,full_n_by_n_with_diagonal,0.13628134815182127
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,21,20,25,8,full_n_by_n_with_diagonal,0.02731843352145963
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,22,21,25,8,full_n_by_n_with_diagonal,0.02731843352145963
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,23,22,25,8,full_n_by_n_with_diagonal,0.0345745348339361
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,24,23,25,8,full_n_by_n_with_diagonal,0.041196225636796896
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,25,24,25,8,full_n_by_n_with_diagonal,0.0411962256367969
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,26,25,25,8,full_n_by_n_with_diagonal,0.047183505930042044
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,27,26,25,8,full_n_by_n_with_diagonal,0.0411962256367969
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,28,27,25,8,full_n_by_n_with_diagonal,0.047183505930042044
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,29,28,25,8,full_n_by_n_with_diagonal,0.0865351857989491
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,30,29,25,8,full_n_by_n_with_diagonal,0.1001230903637314
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,31,30,25,8,full_n_by_n_with_diagonal,0.11763021096768503
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,32,31,25,8,full_n_by_n_with_diagonal,0.14474838191131956
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,33,32,25,8,full_n_by_n_with_diagonal,0.12393485751701167
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,34,33,25,8,full_n_by_n_with_diagonal,0.07284668421606719
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,35,34,25,8,full_n_by_n_with_diagonal,0.07004488866929537
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,36,35,25,8,full_n_by_n_with_diagonal,0.07004488866929537
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,37,36,25,8,full_n_by_n_with_diagonal,0.07270034285658797
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,38,37,25,8,full_n_by_n_with_diagonal,0.0759816796866874
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,39,38,25,8,full_n_by_n_with_diagonal,0.09633086039230296
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,40,39,25,8,full_n_by_n_with_diagonal,0.09562054901611526
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,41,40,25,8,full_n_by_n_with_diagonal,0.09397630579100365
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,42,41,25,8,full_n_by_n_with_diagonal,0.09139813071696809
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,43,42,25,8,full_n_by_n_with_diagonal,0.08788602379400859
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,44,43,25,8,full_n_by_n_with_diagonal,0.07847215943970885
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,45,44,25,8,full_n_by_n_with_diagonal,0.08246380764599595
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,46,45,25,8,full_n_by_n_with_diagonal,0.08246380764599597
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,47,46,25,8,full_n_by_n_with_diagonal,0.08246380764599597
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,48,47,25,8,full_n_by_n_with_diagonal,0.08246380764599597
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,49,48,25,8,full_n_by_n_with_diagonal,0.07847215943970885
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,9,arithmetic_recombination,arithmetic recombination,50,49,25,8,full_n_by_n_with_diagonal,0.07847215943970885
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,1,0,25,8,full_n_by_n_with_diagonal,0.2389585209520199
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,2,1,25,8,full_n_by_n_with_diagonal,0.23284631303281914
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,3,2,25,8,full_n_by_n_with_diagonal,0.23252531439944504
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,4,3,25,8,full_n_by_n_with_diagonal,0.2501882090328616
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,5,4,25,8,full_n_by_n_with_diagonal,0.26089954778423446
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,6,5,25,8,full_n_by_n_with_diagonal,0.21654634027543762
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,7,6,25,8,full_n_by_n_with_diagonal,0.18649857133142012
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,8,7,25,8,full_n_by_n_with_diagonal,0.13153875931452882
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,9,8,25,8,full_n_by_n_with_diagonal,0.04720005715858257
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,10,9,25,8,full_n_by_n_with_diagonal,0.012200209273545476
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,11,10,25,8,full_n_by_n_with_diagonal,0.022748985291461587
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,12,11,25,8,full_n_by_n_with_diagonal,0.01873458669775853
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,13,12,25,8,full_n_by_n_with_diagonal,0.02965571248126381
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,14,13,25,8,full_n_by_n_with_diagonal,0.02159558190267342
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,15,14,25,8,full_n_by_n_with_diagonal,0.00543743410561384
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,16,15,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,17,16,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,18,17,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,19,18,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,20,19,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,21,20,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,22,21,25,8,full_n_by_n_with_diagonal,0.0021464123593869203
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,23,22,25,8,full_n_by_n_with_diagonal,0.0021464123593869203
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,24,23,25,8,full_n_by_n_with_diagonal,0.0021464123593869203
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,25,24,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,26,25,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,27,26,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,28,27,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,29,28,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,30,29,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,31,30,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,32,31,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,33,32,25,8,full_n_by_n_with_diagonal,0.0
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,10,arithmetic_recombination,arithmetic recombination,34,33,25,8,full_n_by_n_with_diagonal,0.0
