experiment,run,crossover_type,crossover_label,generation,generation_zero_based,population_size,best_robot_id,best_fitness,distance_source,distance_definition,max_distance,metric,metric_label
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,,
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,size,Size
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,symmetry,Symmetry
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,number_of_limbs,Limbs
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,bounding_box_area,BBox Area
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,morphological_density,Coverage
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,muscle_to_tissue_ratio,Muscle Ratio
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,actuation_energy_cost,Actuation
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,6,homologous_gene_block_recombination,homologous recombination,50,49,25,1198,93.28073249914954,phenotype_grid,fraction of differing cells in developed material grids,0.0,environmental_contact_area,Contact
