experiment,crossover_type,run,parent_slot,pair_count,child_count,run_count,morph_distance_mean,morph_distance_median,morph_distance_std,morph_distance_q25,morph_distance_q75,shape_distance_mean,shape_distance_median,shape_distance_std,shape_distance_q25,shape_distance_q75,occupied_union_material_distance_mean,occupied_union_material_distance_median,occupied_union_material_distance_std,occupied_union_material_distance_q25,occupied_union_material_distance_q75,material_substitution_distance_mean,material_substitution_distance_median,material_substitution_distance_std,material_substitution_distance_q25,material_substitution_distance_q75,trait_profile_distance_mean,trait_profile_distance_median,trait_profile_distance_std,trait_profile_distance_q25,trait_profile_distance_q75,parent_pair_morph_distance_mean,parent_pair_morph_distance_median,parent_pair_morph_distance_std,parent_pair_morph_distance_q25,parent_pair_morph_distance_q75,child_fitness_mean,child_fitness_median,child_fitness_std,child_fitness_q25,child_fitness_q75,fitness_delta_mean,fitness_delta_median,fitness_delta_std,fitness_delta_q25,fitness_delta_q75,morph_distance_min,morph_distance_max,morph_distance_raw_mean,shape_distance_raw_mean,occupied_union_material_distance_raw_mean,material_substitution_distance_raw_mean,size_norm_abs_diff_mean,symmetry_abs_diff_mean,proportion_abs_diff_mean,coverage_abs_diff_mean,relative_joints_abs_diff_mean,relative_limbs_abs_diff_mean,muscle_prop_abs_diff_mean
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,7,parent2,1150,1150,1,0.11529623129777969,0.0982092751647982,0.13505496687480192,0.0,0.1822101919906031,0.08618357487922704,0.0555555555555555,0.10392812356187046,0.0,0.1666666666666666,0.3246627302698522,0.2222222222222222,0.341396020420197,0.0,0.6,0.07641084760649977,0.0,0.17152149890272872,0.0,0.0,0.14831534792210105,0.1159188034188034,0.1600228719102756,0.0,0.2491737891737891,0.06830085295653218,0.0,0.136484855208766,0.0,0.0,10.520390594385235,2.729012782212655,11.633042179774613,1.7277957565337134,26.477733881983948,-12.884307541535648,-5.03127080330378,12.229083036170675,-27.133651585255258,-2.0152568864379483,0.0,0.5800060910989058,0.2824169359454682,3.102608695652174,3.4747826086956524,0.37217391304347824,0.17070485354372822,0.08634658554006377,0.12034782608695653,0.08123043478260868,0.10182099315858906,0.13035615194694478,0.10182099315858906
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,8,closest_parent,1205,1205,1,0.16628145800057598,0.1524193087724276,0.15393163229020376,0.0,0.2695464341810953,0.12674043337943752,0.1111111111111111,0.12786474354796412,0.0,0.1944444444444444,0.48008459207138576,0.6363636363636364,0.36429198596646445,0.0,0.8,0.23786347402224875,0.1666666666666666,0.261846339569891,0.0,0.5,0.22002752777930962,0.2421090970433075,0.17742636586084165,0.0,0.3771853146853146,0.07747886914347646,0.0,0.10833403291873683,0.0,0.1313235010312437,16.24703675383522,3.729168154073244,19.719726140733975,1.2873575498072696,32.00721195744257,-23.09199515709202,-24.150417034546177,19.173877296759997,-39.92320254843499,-2.9320648940178344,0.0,0.4765596012021397,0.4073047257874427,4.562655601659751,6.005809128630705,1.4431535269709543,0.2757408019229644,0.10353685759415542,0.17059474412171508,0.10301913324112492,0.1319997494160798,0.22229416780978897,0.1319997494160798
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,8,parent1,1205,1205,1,0.1848160847016634,0.1702320239767248,0.16271978446316088,0.0,0.3152757402646868,0.14013370216689716,0.1111111111111111,0.1383451321782793,0.0,0.2222222222222222,0.5041575612884488,0.6363636363636364,0.3632297136672493,0.0,0.8181818181818182,0.25483652632725123,0.25,0.2619139428267035,0.0,0.5,0.2385176824962936,0.2650201367458452,0.18272512513838554,0.0,0.3907491201608849,0.07747886914347646,0.0,0.10833403291873683,0.0,0.1313235010312437,16.24703675383522,3.729168154073244,19.719726140733975,1.2873575498072696,32.00721195744257,-22.922756499731367,-24.108305592517063,19.044092856966643,-38.32196643258382,-3.453562349916212,0.0,0.6241667492513516,0.4527051037780716,5.044813278008299,6.551867219917012,1.5070539419087137,0.2982699388928082,0.11424786705624075,0.19767634854771785,0.11065629322268325,0.14883513914292226,0.24764419515884,0.14883513914292226
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,8,parent2,1205,1205,1,0.18257201787660696,0.1667172357855929,0.16352675055508925,0.0,0.3152757402646868,0.13905025357307513,0.1388888888888889,0.1353016675726898,0.0,0.2222222222222222,0.5017254788585039,0.6363636363636364,0.36705055341383036,0.0,0.8235294117647058,0.26076427044330386,0.25,0.2615908176277358,0.0,0.5,0.236172880710135,0.2588003663003663,0.18603361190819628,0.0,0.3838869463869463,0.07747886914347646,0.0,0.10833403291873683,0.0,0.1313235010312437,16.24703675383522,3.729168154073244,19.719726140733975,1.2873575498072696,32.00721195744257,-22.627338200053874,-23.74287530194357,19.02768960442691,-38.63093773746626,-2.9320648940178344,0.0,0.6457368706986164,0.4472082851079758,5.005809128630705,6.516182572614108,1.5103734439834025,0.2961383651982431,0.11296755950960226,0.19311203319502074,0.10991678192715534,0.148375072625672,0.24298638937337982,0.148375072625672
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,9,closest_parent,1128,1128,1,0.16707417504044564,0.16551900231069874,0.1386428328713373,0.0,0.26829794005776825,0.17806836091410558,0.1666666666666666,0.161727773710499,0.0,0.2777777777777778,0.50909283351305,0.6666666666666666,0.3560034610647275,0.0,0.8181818181818182,0.14957265543349713,0.0,0.2029665720324034,0.0,0.3,0.20142873397332964,0.2243589743589743,0.15351664630812642,0.0,0.3241006856391472,0.1427073182063952,0.1396909690874032,0.13276357044899087,0.0,0.2135459010420285,7.762577497132871,2.6230902199096873,9.604207624997136,0.9464922062050082,12.800006557023751,-11.186947086442716,-7.798104538327024,11.026076346981252,-19.437299383302353,-0.9894958940499214,0.0,0.5350423765826432,0.4092464780455329,6.410460992907802,7.382978723404255,0.9725177304964538,0.2955949733675141,0.1357170000948548,0.13795803782505908,0.09529969464144994,0.1169629337761464,0.22094673563779682,0.1169629337761464
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,9,parent1,1128,1128,1,0.20462750536817337,0.1932174452145486,0.15020470737424024,0.09804246638025776,0.30445657500434187,0.2105250197005516,0.1944444444444444,0.17129558648304466,0.0277777777777777,0.3333333333333333,0.5515566804712442,0.7,0.3458898012838962,0.0909090909090909,0.8333333333333334,0.1526893667479556,0.0,0.2049912406688973,0.0,0.3,0.23602594763718754,0.2517835313253865,0.16035173981268255,0.1163752913752914,0.3534129657163654,0.1427073182063952,0.1396909690874032,0.13276357044899087,0.0,0.2135459010420285,7.762577497132871,2.6230902199096873,9.604207624997136,0.9464922062050082,12.800006557023751,-11.417583050597822,-8.759828779541191,11.157515041798295,-19.399250267343607,-1.3576432307498538,0.0,0.5582578312277534,0.5012329754906504,7.578900709219858,8.571808510638299,0.9929078014184397,0.347088114524956,0.17276316201071407,0.16514479905437351,0.11860544720252165,0.1352974985318132,0.28658065767569424,0.1352974985318132
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,9,parent2,1128,1128,1,0.20436575980450758,0.19362400952051578,0.15131642969763487,0.10314261151165308,0.3099482893237375,0.20350669818754924,0.1944444444444444,0.17113770651278223,0.0277777777777777,0.3333333333333333,0.5430517095909556,0.6842105263157895,0.34529068570460464,0.0909090909090909,0.8333333333333334,0.14757822008682459,0.0,0.19952833812350362,0.0,0.2857142857142857,0.23409490992814214,0.2516483516483516,0.16075654057085634,0.1163752913752914,0.357579593038252,0.1427073182063952,0.1396909690874032,0.13276357044899087,0.0,0.2135459010420285,7.762577497132871,2.6230902199096873,9.604207624997136,0.9464922062050082,12.800006557023751,-10.92583898404843,-7.856137720730885,10.923573561191736,-19.08686090215979,-1.0300210039245339,0.0,0.5567617368555123,0.500591832417232,7.326241134751773,8.28368794326241,0.9574468085106383,0.3424919715579671,0.16877481363732025,0.1636672576832151,0.11578235815602833,0.13804609752983582,0.2846821690225863,0.13804609752983582
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,10,closest_parent,1192,1192,1,0.10722494233707093,0.08714845151317314,0.12062665240062323,0.0,0.17187619297006668,0.14273396718866518,0.1111111111111111,0.15085513198286374,0.0,0.25,0.42659836940534085,0.4736842105263157,0.3466337888052642,0.0,0.7234848484848485,0.26079562230001435,0.2857142857142857,0.23688032063491396,0.0,0.4615384615384615,0.17574912221014782,0.16325444707797648,0.16865192066673887,0.0,0.307459130375797,0.02280788116491494,0.0,0.06906622348112229,0.0,0.0,30.194059555362504,15.57578507961864,29.99979720753217,2.545989077981961,67.04534202653704,-38.425345886917725,-39.60781859544575,31.657284314497833,-73.6154862007074,-5.536691769762182,0.0,0.4845522263471236,0.26264639642517296,5.1384228187919465,7.853187919463087,2.714765100671141,0.22729044440752386,0.07416564888100512,0.08790548098434005,0.06656716070096941,0.06643261886919744,0.11660773627006847,0.06643261886919744
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,10,parent1,1192,1192,1,0.11201777355655143,0.0895901628936458,0.12332052252242758,0.0,0.17992642887456392,0.1445283370618941,0.1111111111111111,0.1501426642409849,0.0,0.25,0.4367453957657267,0.4736842105263157,0.3441828830854866,0.0,0.7368421052631579,0.26739877309811416,0.3125,0.23513719444816494,0.0,0.5,0.18152306892236625,0.17445596211857523,0.17066152788821243,0.0,0.31301823176823174,0.02280788116491494,0.0,0.06906622348112229,0.0,0.0,30.194059555362504,15.57578507961864,29.99979720753217,2.545989077981961,67.04534202653704,-38.36755595247533,-39.09264248798394,31.743047707361477,-73.70774630442492,-5.604686722593378,0.0,0.4845522263471236,0.2743863873361815,5.203020134228188,8.00503355704698,2.802013422818792,0.23156417227569323,0.07612655337258367,0.09049217002237137,0.06980867822520506,0.07341764635259382,0.12367496294719446,0.07341764635259382
flat_arithmetic_recombination_25pop_25off_50gen_1000steps,arithmetic_recombination,10,parent2,1192,1192,1,0.11320744883127383,0.0895901628936458,0.12538577039504656,0.0,0.1792536227132932,0.146136278896346,0.1111111111111111,0.15136853056479857,0.0,0.25,0.4425840127799685,0.4891304347826087,0.34447353010597587,0.0,0.7626050420168067,0.2773195648935878,0.3333333333333333,0.23946111535640213,0.0,0.5,0.18403309114472394,0.177497064900911,0.172338293346133,0.0,0.3197236767816923,0.02280788116491494,0.0,0.06906622348112229,0.0,0.0,30.194059555362504,15.57578507961864,29.99979720753217,2.545989077981961,67.04534202653704,-37.751072020257176,-38.72892515490312,31.84577751623377,-72.76027298988188,-5.539050837144164,0.0,0.5352805732912662,0.27730048471885677,5.260906040268456,8.166107382550335,2.905201342281879,0.235771644509267,0.07834961594028127,0.09105145413870246,0.06899771625652497,0.07660809720856376,0.12316850631657676,0.07660809720856376
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,homologous_gene_block_recombination,1,closest_parent,1196,1196,1,0.11054138218803507,0.1132137275617087,0.09820959538524207,0.0,0.18967580101369996,0.17263563730955034,0.1666666666666666,0.16480162176312008,0.0,0.3055555555555556,0.4347676684251033,0.5477272727272727,0.3455991532843636,0.0,0.75,0.23500100606816618,0.2,0.23457196613086448,0.0,0.4285714285714285,0.17764278224791658,0.19652014652014643,0.1525226910309948,0.0,0.30689814387293374,0.07228663998464385,0.0,0.09930175868734427,0.0,0.154492812470439,19.652341689132786,4.54609468776901,25.049724426164342,1.1246378585576713,30.60918932630872,-27.961704625989146,-21.592646866798667,24.75733473897376,-53.88600832181282,-5.322157270753983,0.0,0.4737827345774811,0.27076998182266704,6.214882943143813,8.635451505016722,2.42056856187291,0.15488929915234498,0.10267245179820103,0.09487179487179487,0.06812198067632848,0.11765229184697097,0.08679631222925692,0.11765229184697097
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,homologous_gene_block_recombination,1,parent1,1196,1196,1,0.12648363471038798,0.1362514955114823,0.10715129332339365,0.0,0.20262097379791782,0.1873374210330732,0.1944444444444444,0.16746161878183405,0.0,0.3333333333333333,0.4600996176561791,0.6,0.3446952504789028,0.0,0.7619047619047619,0.24651343919431168,0.2307692307692307,0.2317846723439481,0.0,0.4285714285714285,0.19685913614959116,0.2323163678426836,0.15925017809324216,0.0,0.3241550116550116,0.07228663998464385,0.0,0.09930175868734427,0.0,0.154492812470439,19.652341689132786,4.54609468776901,25.049724426164342,1.1246378585576713,30.60918932630872,-27.77079077374085,-20.006429314550665,25.07374664379752,-53.76411309643043,-5.084773804224447,0.0,0.5125733913123871,0.30982036585302974,6.7441471571906355,9.195652173913043,2.451505016722408,0.17097161920364512,0.11947153768765652,0.10735785953177256,0.07929092344853213,0.13615605466145864,0.1019561407879149,0.13615605466145864
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,homologous_gene_block_recombination,1,parent2,1196,1196,1,0.1289549618360482,0.1392885504434254,0.10750632639866069,0.0,0.2050748664327944,0.19388703084355258,0.1944444444444444,0.1691059237543023,0.0,0.3333333333333333,0.4722846078034974,0.6190476190476191,0.3477815719760479,0.0,0.7701048951048951,0.2601554056557253,0.25,0.23834618888245968,0.0,0.4444444444444444,0.20148738602119504,0.2374122405372405,0.15983582239116034,0.0,0.3300201106083459,0.07228663998464385,0.0,0.09930175868734427,0.0,0.154492812470439,19.652341689132786,4.54609468776901,25.049724426164342,1.1246378585576713,30.60918932630872,-27.539564286626163,-20.659726130957605,25.158707406989823,-53.98067643106998,-4.7024267201811885,0.0,0.5364548991036125,0.3158738562983963,6.9799331103678925,9.517558528428093,2.5376254180602005,0.17514282343089843,0.11825278212160321,0.10989409141583052,0.08072788926049793,0.13767135683684828,0.10568064378301287,0.13767135683684828
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,homologous_gene_block_recombination,2,closest_parent,1209,1209,1,0.11229766705004364,0.1000468636385211,0.11004981606310407,0.0,0.2039309708790794,0.1554085102472199,0.1388888888888889,0.15869769794570926,0.0,0.2777777777777778,0.42975417953710054,0.5555555555555556,0.37147040216469923,0.0,0.7692307692307693,0.25472774170044643,0.25,0.25504076155019056,0.0,0.4615384615384615,0.1814417481609183,0.1977909270216962,0.16995088107247527,0.0,0.3309230299614914,0.046150818445018796,0.0,0.11066083305285702,0.0,0.0,27.209298368985813,4.23387383638105,30.98442843019378,0.8757377940342113,57.01152641403129,-37.339244538232684,-24.410833829040087,31.54685007933383,-72.83597966928522,-4.550470387354512,0.0,0.5043893021235566,0.2750719835775624,5.594706368899917,7.836228287841191,2.241521918941274,0.1557621953164784,0.10425250691837513,0.10049627791563276,0.10407935851484235,0.10190344090392343,0.09868434192620441,0.1019034409039234
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,homologous_gene_block_recombination,2,parent1,1209,1209,1,0.12236474925161822,0.1043849615539479,0.12322215626390212,0.0,0.2170324750971426,0.16101461262751585,0.1388888888888889,0.16242328368161957,0.0,0.2777777777777778,0.4381453096979372,0.5714285714285714,0.3755482867082765,0.0,0.7894736842105263,0.25261302202989544,0.2307692307692307,0.25506046879864186,0.0,0.5,0.189463158750143,0.2126063679909833,0.1768868304409503,0.0,0.3451770451770451,0.046150818445018796,0.0,0.11066083305285702,0.0,0.0,27.209298368985813,4.23387383638105,30.98442843019378,0.8757377940342113,57.01152641403129,-36.8361713870221,-22.83220328394767,31.726075816388473,-72.83597966928522,-4.467391301447009,0.0,0.5658490834004994,0.29973119817007443,5.79652605459057,7.9396195202646815,2.1430934656741107,0.172999045221425,0.10616197771788419,0.10913978494623655,0.10833677970774742,0.11285326907729246,0.11638207307270215,0.1128532690772924
flat_homologous_gene_block_recombination_25pop_25off_50gen_1000steps,homologous_gene_block_recombination,2,parent2,1209,1209,1,0.12518166958781293,0.1133546505070898,0.12328036757162945,0.0,0.2224535832658556,0.16126734675121773,0.1388888888888889,0.16204046057049132,0.0,0.2777777777777778,0.4420749090292018,0.5909090909090909,0.37523264374454574,0.0,0.7894736842105263,0.24924754381403047,0.2307692307692307,0.2532945911795567,0.0,0.4545454545454545,0.1916484041667324,0.2203390626467549,0.17751038374934833,0.0,0.3447567389875082,0.046150818445018796,0.0,0.11066083305285702,0.0,0.0,27.209298368985813,4.23387383638105,30.98442843019378,0.8757377940342113,57.01152641403129,-36.53058172524856,-23.239906731517586,31.778470840713233,-72.91476060989223,-4.07363086388628,0.0,0.5587188476790633,0.30663121563982076,5.805624483043838,7.924731182795699,2.119106699751861,0.1807670202990419,0.1080072168016964,0.10915357044389302,0.1099781729620439,0.1137081299367872,0.12230288740652188,0.11370812993678718
